2026-01-12 17:24:31,864 - INFO - ##################################################
2026-01-12 17:24:31,864 - INFO - Knowledge Graph : 4_1_AI_enhance_manually_2025-12-16_15-39-26_Noria.ttl
2026-01-12 17:24:31,864 - INFO - Number of Nodes : 461
2026-01-12 17:24:31,864 - INFO - Number of edges : 579
2026-01-12 17:24:31,864 - INFO - cumulative number of nodes : 461
2026-01-12 17:24:31,865 - INFO - degree_histogram : [0, 345, 22, 15, 14, 17, 2, 10, 6, 5, 4, 0, 1, 4, 1, 4, 3, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
2026-01-12 17:24:31,865 - INFO - number of self loop : 0
2026-01-12 17:24:31,865 - INFO - ####  KPIs ####
2026-01-12 17:24:31,865 - INFO - DiGraph density : 0.0027303593322644533
2026-01-12 17:24:31,866 - INFO - cumulative density : 0.0027303593322644533
2026-01-12 17:24:31,867 - INFO - Average degree connectivity : {23: 1.9565217391304348, 1: 0.0, 16: 2.8125, 10: 3.025, 22: 3.75, 8: 5.333333333333333, 15: 3.033333333333333, 19: 4.7894736842105265, 5: 2.3411764705882354, 28: 5.0, 4: 1.7857142857142858, 33: 4.303030303030303, 9: 5.7555555555555555, 7: 4.614285714285714, 2: 0.0, 3: 0.6888888888888889, 18: 2.3333333333333335, 12: 3.5833333333333335, 13: 4.25, 14: 3.642857142857143, 6: 3.1666666666666665, 17: 3.3529411764705883}
2026-01-12 17:24:31,868 - INFO - #### Subject, Object, predicate ####
2026-01-12 17:24:31,868 - INFO - RouterCore01,Core Router 01,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,Enterprise Management,{'label': 'applicationFunctionalDomain', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,BusinessApplication,{'label': 'applicationType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,Suite Progiciel de Gestion Intégrée,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,Finance & Supply Chain,{'label': 'applicationFunctionalSubDomain', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,ERP-SUITE-V5,{'label': 'applicationModelIdentifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,Enterprise Resource Planning Suite,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,ERP,{'label': 'applicationShortIdentifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,868 - INFO - ERPSuite,Critical,{'label': 'applicationBusinessImportance', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,868 - INFO - CR_CRM_Database_Optimization_20240328,PerformanceImprovement,{'label': 'changeRequestChangeCause', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,868 - INFO - CR_CRM_Database_Optimization_20240328,EventCRCRMDBOptStatusChange1,{'label': 'documentStatusHistory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,868 - INFO - CR_CRM_Database_Optimization_20240328,JohnDoe,{'label': 'changeRequestInitiatorParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,PT1H,{'label': 'changeRequestOutageDuration', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,Completed,{'label': 'changeRequestStatusCurrent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,Scheduled database optimization for CRM production...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,NormalChange,{'label': 'changeRequestType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,2024-03-28T03:00:00+00:00,{'label': 'changeRequestPlannedEndTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,2024-03-28T01:05:00+00:00,{'label': 'changeRequestActualStartTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,InternalIntervention,{'label': 'changeRequestCategory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,CRM Database Optimization,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,CRMProdModule,{'label': 'changeRequestImpact', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,2024-03-28T01:00:00+00:00,{'label': 'changeRequestPlannedStartTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,ITOpsTeam,{'label': 'changeRequestActorParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,DatabaseMaintenance,{'label': 'changeRequestSpecification', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,false,{'label': 'changeRequestIsRegulated', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,DB-OPT-002,{'label': 'documentExternalId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,CR-20240328-002,{'label': 'identifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,EventCRCRMDBOptStatusChange2,{'label': 'documentStatusHistory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,ServerCRMProd01,{'label': 'changeRequestImpact', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,https://itsm.techcorp.com/changes/CR-20240328-002,{'label': 'documentHRef', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CR_CRM_Database_Optimization_20240328,2024-03-28T02:30:00+00:00,{'label': 'changeRequestActualEndTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - org#TechCorpNetworkOperations,JaneSmith,{'label': 'hasMember', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - org#TechCorpNetworkOperations,org#TechCorpGlobal,{'label': 'unitOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - org#TechCorpNetworkOperations,Responsible for the design, implementation, and ma...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - org#TechCorpNetworkOperations,TechCorp Network Operations,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - org#TechCorpNetworkOperations,NetworkTeam,{'label': 'hasMember', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,org#TechCorpNetworkOperations,{'label': 'memberOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,Jane Smith,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,mailto:jane.smith@techcorp.com,{'label': 'mbox', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,Senior Network Engineer at TechCorp.,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,Phone,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,09:00-18:00 (Mon-Fri),{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,+33198765432,{'label': 'phone', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - JaneSmith,RouterCore01,{'label': 'agentManagesResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CRMProdModule,Production instance of the CRM system, serving liv...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CRMProdModule,JohnDoe,{'label': 'applicationModuleAdministrationLeader', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CRMProdModule,CRMSystem,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,869 - INFO - CRMProdModule,Platinum,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,org#TechCorpITDepartment,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,CRM Production Module,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,InProduction,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,2024-01-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,PROD,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,CRM-APP-V3_PROD,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,ITOpsTeam,{'label': 'applicationModuleSupportTeam', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CRMProdModule,true,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,EventCRRouterUpgradeStatusChange1,{'label': 'documentStatusHistory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,2024-03-25T04:00:00+00:00,{'label': 'changeRequestPlannedEndTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,NetworkTeam,{'label': 'changeRequestActorParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,RouterCore01,{'label': 'changeRequestImpact', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,StandardChange,{'label': 'changeRequestType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,Scheduled,{'label': 'changeRequestStatusCurrent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,InternalIntervention,{'label': 'changeRequestCategory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,JaneSmith,{'label': 'changeRequestPilotParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,NetworkDeviceFirmwareUpgrade,{'label': 'changeRequestSpecification', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,CR-20240325-001,{'label': 'identifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,2024-03-25T02:00:00+00:00,{'label': 'changeRequestPlannedStartTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,https://itsm.techcorp.com/changes/CR-20240325-001,{'label': 'documentHRef', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,SEC-UPG-001,{'label': 'documentExternalId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,LinkCoreRouterToFirewall,{'label': 'changeRequestImpact', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,Planned firmware upgrade for Core Router 01 to add...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,PT2H,{'label': 'changeRequestOutageDuration', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,true,{'label': 'changeRequestIsRegulated', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,Core Router Firmware Upgrade,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - CR_Router_Firmware_Upgrade_20240325,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - EventCRRouterUpgradeStatusChange1,Change Request CR-20240325-001 status changed from...,{'label': 'logText', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - EventCRRouterUpgradeStatusChange1,ITSMSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - EventCRRouterUpgradeStatusChange1,CR-20240325-001 Status Change: Approved to Schedul...,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - EventCRRouterUpgradeStatusChange1,2024-03-22T10:00:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,Network Latency Issue,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,Intermittent high latency affecting internal appli...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,true,{'label': 'troubleTicketIsNotificationEnable', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,DeferredIntervention,{'label': 'troubleTicketUrgency', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,Zabbix,{'label': 'troubleTicketSupervisionTool', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,CRMSystem,{'label': 'troubleTicketImpacts', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,LinkCoreRouterToFirewall,{'label': 'troubleTicketRelatedResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,870 - INFO - TT_Network_Latency_20240320,Major,{'label': 'troubleTicketSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,MonitoringPlatform,{'label': 'troubleTicketImpacts', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,INT-NET-002,{'label': 'documentExternalId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,CorruptedService,{'label': 'troubleTicketCriticity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,NetworkTeam,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,Internal,{'label': 'troubleTicketOrigin', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,Assistance,{'label': 'troubleTicketType', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,Suspected faulty transceiver on core router interf...,{'label': 'troubleTicketCause', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,EventTTNetworkLatencyStatusChange1,{'label': 'documentStatusHistory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,DowngradingEquipment,{'label': 'troubleTicketCategory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,https://itsm.techcorp.com/tickets/TT-20240320-002,{'label': 'documentHRef', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,2024-03-20T14:00:00+00:00,{'label': 'troubleTicketTargetRestorationDateTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,RouterCore01,{'label': 'troubleTicketRelatedResource', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,2024-03-20T10:10:00+00:00,{'label': 'troubleTicketDetectionDateTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,JaneSmith,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,TT-20240320-002,{'label': 'identifier', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,EventInterfaceDown,{'label': 'troubleTicketTrigger', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,P2,{'label': 'troubleTicketPriority', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_Network_Latency_20240320,Resolved,{'label': 'troubleTicketStatusCurrent', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - RouterFirmwareUpgradePlan,PreCondRouterBackupComplete,{'label': 'operationPlanPreCondition', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - RouterFirmwareUpgradePlan,Router Firmware Upgrade Procedure,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - RouterFirmwareUpgradePlan,PostCondRouterFirmwareUpdated,{'label': 'operationPlanPostCondition', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - RouterFirmwareUpgradePlan,Detailed steps for upgrading firmware on Cisco Cat...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - PreCondRouterBackupComplete,Router Configuration Backup Complete Pre-Condition,{'label': 'label', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - PreCondRouterBackupComplete,Backup system confirms successful configuration ba...,{'label': 'example', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - PreCondRouterBackupComplete,Condition: A full backup of the router's configura...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,Critical,{'label': 'troubleTicketSeverity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,EventTTCRMOutageStatusChange2,{'label': 'documentStatusHistory', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,InterruptedService,{'label': 'troubleTicketCriticity', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,CustomerDataService,{'label': 'troubleTicketRelatedService', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,Critical incident: CRM production system is comple...,{'label': 'comment', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,CUST-INC-001,{'label': 'documentExternalId', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,2024-03-20T11:05:00+00:00,{'label': 'troubleTicketTargetRestorationDateTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,2024-03-20T11:30:00+00:00,{'label': 'troubleTicketPlannedRestorationDateTime', 'edge_type': 'entity_to_literal', 'width': 1}
2026-01-12 17:24:31,871 - INFO - TT_CRM_Outage_20240320,ContractApplicationHostingServices,{'label': 'problemResponsibility', 'edge_type': 'entity_to_entity', 'width': 1}
2026-01-12 17:24:31,872 - INFO - TT_CRM_Outage_20240320,Failure,{'label': 'troubleTicketType', 'edge_type': 'entity_to_entity', 'width': 1}
