2026-01-16 15:03:04,818 - INFO - ##################################################
2026-01-16 15:03:04,818 - INFO - Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2026-01-15/vertex_ai/gemini-2.5-flash/KO/4_1_AI_enhance_manually_2026-01-15_09-59-30_Noria.ttl
2026-01-16 15:03:04,819 - INFO - Number of Nodes : 95
2026-01-16 15:03:04,819 - INFO - Number of edges : 157
2026-01-16 15:03:04,819 - INFO - cumulative number of nodes : 95
2026-01-16 15:03:04,820 - INFO - degree_histogram : [0, 37, 19, 8, 13, 3, 2, 3, 1, 2, 1, 2, 2, 0, 0, 0, 1, 1]
2026-01-16 15:03:04,820 - INFO - number of self loop : 0
2026-01-16 15:03:04,820 - INFO - ####  KPIs ####
2026-01-16 15:03:04,820 - INFO - DiGraph density : 0.017581187010078388
2026-01-16 15:03:04,820 - INFO - cumulative density : 0.017581187010078388
2026-01-16 15:03:04,821 - INFO - Average degree connectivity : {4: 4.9423076923076925, 1: 0.35135135135135137, 16: 0.125, 17: 3.8823529411764706, 2: 1.868421052631579, 7: 1.380952380952381, 3: 2.9166666666666665, 9: 3.5, 12: 3.0416666666666665, 11: 3.272727272727273, 6: 2.75, 10: 4.2, 8: 3.625, 5: 6.066666666666666}
2026-01-16 15:03:04,822 - INFO - #### Subject, Object, predicate ####
2026-01-16 15:03:04,822 - INFO - Application_ConfigManagement,medium,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,Failure,{'label': 'troubleTicketType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,Service_VPN_Access,{'label': 'troubleTicketImpacts', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,EventRecord_DNSOutageLog,{'label': 'troubleTicketTrigger', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,Application_CorpIntranet,{'label': 'troubleTicketImpacts', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,Application_DNS_Service,{'label': 'troubleTicketRelatedService', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,Critical,{'label': 'troubleTicketSeverity', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - TroubleTicket_DNSOutage,P1,{'label': 'troubleTicketPriority', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkInterface_WebSrv01_Eth0,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkInterface_WebSrv01_Eth0,Resource_WebSrv01,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - Resource_DBSrv01,Up,{'label': 'virtualServerStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - Resource_DBSrv01,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - Resource_DBSrv01,Locus_RackA1_U23,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - Resource_DBSrv01,ProductModel_DellPowerEdgeR740,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - Resource_DBSrv01,Agent_DBA_JohnDoe,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - Resource_DBSrv01,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkLink_CR01_ASW01,NetworkInterface_CR01_Ge000,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkLink_CR01_ASW01,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkLink_CR01_ASW01,Resource_CoreRouter01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkLink_CR01_ASW01,Resource_AccessSwitch01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,822 - INFO - NetworkInterface_CR01_Ge000,Resource_CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - NetworkInterface_CR01_Ge000,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_CoreRouter01,Router,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_CoreRouter01,ProductModel_JuniperMX480,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_CoreRouter01,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_CoreRouter01,Locus_RackA2_U10,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_CoreRouter01,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Application_CorpIntranet,business-application,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Application_CorpIntranet,Resource_WebSrv01,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Application_CorpIntranet,Agent_AppDevTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Application_CorpIntranet,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Application_CorpIntranet,Resource_DBSrv01,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_WebSrv01,Agent_AppDevTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_WebSrv01,Locus_RackA1_U23,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_WebSrv01,Up,{'label': 'virtualServerStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_WebSrv01,ProductModel_DellPowerEdgeR740,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_WebSrv01,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Resource_WebSrv01,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - Agent_AppDevTeam,Email,{'label': 'agentPreferredContactMethod', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,Application_CorpIntranet,{'label': 'troubleTicketRelatedService', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,Failure,{'label': 'troubleTicketType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,DowngradingEquipment,{'label': 'troubleTicketCategory', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,Agent_AppDevTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,Resource_WebSrv01,{'label': 'troubleTicketRelatedResource', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,EventRecord_WebSrvCPUAlert,{'label': 'troubleTicketTrigger', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,Major,{'label': 'troubleTicketSeverity', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,P2,{'label': 'troubleTicketPriority', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - TroubleTicket_WebSrvPerformance,Customer,{'label': 'troubleTicketOrigin', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Implemented,{'label': 'changeRequestStatusCurrent', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Service_VPN_Access,{'label': 'changeRequestImpact', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Emergency,{'label': 'changeRequestType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Resource_CoreRouter01,{'label': 'changeRequestImpact', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Configuration,{'label': 'changeRequestChangeCause', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Agent_SecurityTeam,{'label': 'changeRequestInitiatorParty', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Agent_NetOpsTeam,{'label': 'changeRequestActorParty', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_RouterFirmwareUpdate,Application_DNS_Service,{'label': 'changeRequestImpact', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_WebSrvUpgrade,Application_CorpIntranet,{'label': 'changeRequestImpact', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_WebSrvUpgrade,StandardProcedureA,{'label': 'changeRequestSpecification', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,823 - INFO - ChangeRequest_WebSrvUpgrade,Agent_AppDevTeam,{'label': 'changeRequestInitiatorParty', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ChangeRequest_WebSrvUpgrade,Resource_WebSrv01,{'label': 'changeRequestImpact', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ChangeRequest_WebSrvUpgrade,PreventativeMaintenance,{'label': 'changeRequestChangeCause', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ChangeRequest_WebSrvUpgrade,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ChangeRequest_WebSrvUpgrade,SoftwareUpgrade,{'label': 'changeRequestCategory', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ChangeRequest_WebSrvUpgrade,Standard,{'label': 'changeRequestType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ApplicationModule_CorpIntranet_Finance,InProduction,{'label': 'applicationModuleStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ApplicationModule_CorpIntranet_Finance,org#OrgUnit_AppSupport,{'label': 'applicationModuleAdministrationTeam', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ApplicationModule_CorpIntranet_Finance,Application_CorpIntranet,{'label': 'applicationModuleOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ApplicationModule_CorpIntranet_Finance,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkInterface_ASW01_Gi101,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkInterface_ASW01_Gi101,Resource_AccessSwitch01,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_DNS_Service,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_DNS_Service,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_DNS_Service,Resource_DNS01,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_DNS_Service,infrastructure,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Resource_AccessSwitch01,Switch,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Resource_AccessSwitch01,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Resource_AccessSwitch01,Locus_RackA2_U10,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Resource_AccessSwitch01,ProductModel_CiscoCatalyst9300,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Resource_AccessSwitch01,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - OperationPlan_WebSrv_Upgrade,ActionPostCondition_WebSrv_UpgradedAndFunctional,{'label': 'operationPlanPostCondition', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - OperationPlan_WebSrv_Upgrade,ActionPreCondition_WebSrv_ReadyForUpgrade,{'label': 'operationPlanPreCondition', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - ProductModel_JuniperMX480,org#Org_Juniper,{'label': 'productManufacturedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Locus_RackA1_U23,Room_ServerRoomA,{'label': 'bot#hasSpace', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Room_ServerRoomA,bot#Site_MainDataCenter,{'label': 'bot#hasSpace', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_MonitoringSystem,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_MonitoringSystem,service-platform,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Application_MonitoringSystem,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkLink_DNS01_ASW01,NetworkInterface_ASW01_Gi101,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkLink_DNS01_ASW01,Resource_AccessSwitch01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkLink_DNS01_ASW01,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkLink_DNS01_ASW01,NetworkInterface_DNS01_Eth0,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - NetworkLink_DNS01_ASW01,Resource_DNS01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Service_VPN_Access,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Service_VPN_Access,CustomerFacingService,{'label': 'serviceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - Service_VPN_Access,Application_CorpIntranet,{'label': 'subSystemOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,824 - INFO - TroubleTicketNote_DNSResolution,Agent_NetOpsTeam,{'label': 'creator', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - TroubleTicketNote_DNSResolution,TroubleTicket_DNSOutage,{'label': 'isPartOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - TroubleTicketNote_DNSResolution,TestsAndMeasurements,{'label': 'troubleTicketNoteOperationType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - TroubleTicketNote_DNSResolution,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Resource_DNS01,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Resource_DNS01,Locus_RackA1_U23,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Resource_DNS01,ProductModel_DellPowerEdgeR740,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Resource_DNS01,Agent_NetOpsTeam,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Resource_DNS01,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Resource_DNS01,Up,{'label': 'virtualServerStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - ApplicationModule_CorpIntranet_HR,InProduction,{'label': 'applicationModuleStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - ApplicationModule_CorpIntranet_HR,org#OrgUnit_AppSupport,{'label': 'applicationModuleAdministrationTeam', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - ApplicationModule_CorpIntranet_HR,Application_CorpIntranet,{'label': 'applicationModuleOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - ApplicationModule_CorpIntranet_HR,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - org#OrgUnit_NetworkOps,Agent_NetOpsTeam,{'label': 'org#member', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - org#OrgUnit_NetworkOps,org#Org_ITDepartment,{'label': 'org#unitOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Agent_SecurityTeam,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - org#OrgUnit_AppSupport,Agent_AppDevTeam,{'label': 'org#member', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - org#OrgUnit_AppSupport,org#Org_ITDepartment,{'label': 'org#unitOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_RouterConfigChange,Resource_CoreRouter01,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_RouterConfigChange,Application_ConfigManagement,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_RouterConfigChange,Minor,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_RouterConfigChange,Agent_NetOpsTeam,{'label': 'logOriginatingAgent', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_DNSOutageLog,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_DNSOutageLog,Critical,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_DNSOutageLog,Resource_DNS01,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - ProductModel_DellPowerEdgeR740,org#Org_Dell,{'label': 'productManufacturedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Service_DataBackup,Application_CorpIntranet,{'label': 'subSystemOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Service_DataBackup,Agent_DBA_JohnDoe,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - Service_DataBackup,ResourceFacingService,{'label': 'serviceType', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - NetworkInterface_DNS01_Eth0,Resource_DNS01,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - NetworkInterface_DNS01_Eth0,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_WebSrvCPUAlert,Major,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_WebSrvCPUAlert,Resource_WebSrv01,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,825 - INFO - EventRecord_WebSrvCPUAlert,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - OperationPlan_DNS_Troubleshooting,ActionPostCondition_DNS_Resolved,{'label': 'operationPlanPostCondition', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - OperationPlan_DNS_Troubleshooting,ActionPreCondition_DNS_Unreachable,{'label': 'operationPlanPreCondition', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - DocumentAttachment_UpgradePlan,ChangeRequest_WebSrvUpgrade,{'label': 'isPartOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - Agent_DBA_JohnDoe,Email,{'label': 'agentPreferredContactMethod', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - Locus_RackA2_U10,Room_ServerRoomA,{'label': 'bot#hasSpace', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - ProductModel_CiscoCatalyst9300,org#Org_Cisco,{'label': 'productManufacturedBy', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - DocumentAttachment_NetworkDiagram,ChangeRequest_RouterFirmwareUpdate,{'label': 'isPartOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - DocumentAttachment_NetworkDiagram,TroubleTicket_DNSOutage,{'label': 'isPartOf', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - CorporateUserIdentifier_JohnDoe,Agent_DBA_JohnDoe,{'label': 'holdsAccount', 'color': 'white', 'width': 1}
2026-01-16 15:03:04,826 - INFO - #### NODES #### :95
