##################################################
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-09-16/vertex_ai/gemini-2.5-flash/First_prompt_2025-09-16_13-59-12_Noria.ttl
Number of Nodes : 57
Number of edges : 81
cumulative number of nodes : 57
degree_histogram : [0, 30, 2, 9, 3, 6, 1, 1, 1, 3, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.02537593984962406
Average degree connectivity : {3: 1.3333333333333333, 1: 0.0, 7: 3.0, 5: 3.1, 9: 2.962962962962963, 6: 3.3333333333333335, 11: 2.1818181818181817, 8: 0.5, 4: 3.0833333333333335, 2: 0.25}
#### Subject, Object, predicate ####
OP_RouterUpgrade,PostCond_ServiceRestored,{'label': 'operationPlanPostCondition', 'color': 'white'}
TT_20231026_001,BlockingSeverity,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_20231026_001,InProgressStatus,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_20231026_001,CustomerPortalApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20231026_001,NetworkTeam,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20231026_001,Event_CR01_Eth0_Down,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_20231026_001,P1Priority,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_20231026_001,SupervisionOrigin,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20231026_001,CoreRouter01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
ServerRoomA,DataCenterParis,{'label': 'bot#hasBuilding', 'color': 'white'}
ServerRoomA,RackA1,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoomA,RackA2,{'label': 'bot#hasSpace', 'color': 'white'}
CoreRouter02,CiscoASR9K,{'label': 'resourceProductModel', 'color': 'white'}
CoreRouter02,NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter02,IP_10_0_0_2,{'label': 'resourceManagementIPAddress', 'color': 'white'}
CoreRouter02,OperationalState,{'label': 'resourceUsageState', 'color': 'white'}
CoreRouter02,RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
CoreRouter02,RouterType,{'label': 'resourceType', 'color': 'white'}
CR01_Eth0_0,UpState,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
CR01_Eth0_0,CoreRouter01,{'label': 'networkInterfaceOf', 'color': 'white'}
CR01_Eth0_0,WANLinkParisLyon,{'label': 'networkInterfaceConnects', 'color': 'white'}
CR01_Eth0_0,PhysicalInterfaceType,{'label': 'networkInterfaceType', 'color': 'white'}
AppSupportTeam,ITOperationsDept,{'label': 'org#unitOf', 'color': 'white'}
AppSupportTeam,TicketingSystemContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ITOperationsDept,EmailContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CoreRouter01,CiscoASR9K,{'label': 'resourceProductModel', 'color': 'white'}
CoreRouter01,NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CoreRouter01,OperationalState,{'label': 'resourceUsageState', 'color': 'white'}
CoreRouter01,RackA1,{'label': 'locatedAtLocus', 'color': 'white'}
CoreRouter01,RouterType,{'label': 'resourceType', 'color': 'white'}
CoreRouter01,IP_10_0_0_1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
NetworkTeam,PhoneContactMethod,{'label': 'agentPreferredContactMethod', 'color': 'white'}
NetworkTeam,ITOperationsDept,{'label': 'org#unitOf', 'color': 'white'}
JohnDoe,NetworkTeam,{'label': 'org#memberOf', 'color': 'white'}
JohnDoe,CoreRouter01,{'label': 'agentManagesResource', 'color': 'white'}
JohnDoe,CoreRouter02,{'label': 'agentManagesResource', 'color': 'white'}
JohnDoe,mailto:john.doe@example.com,{'label': 'mbox', 'color': 'white'}
Event_CR01_Eth0_Down,NMSApplication,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_CR01_Eth0_Down,CR01_Eth0_0,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_CR01_Eth0_Down,MajorSeverity,{'label': 'alarmSeverity', 'color': 'white'}
HPProLiantDL380,HPE,{'label': 'productManufacturedBy', 'color': 'white'}
JaneSmith,mailto:jane.smith@example.com,{'label': 'mbox', 'color': 'white'}
JaneSmith,AppSupportTeam,{'label': 'org#memberOf', 'color': 'white'}
JaneSmith,CustomerPortalAppModule,{'label': 'agentManagesResource', 'color': 'white'}
CoreRouterLyon01,RouterType,{'label': 'resourceType', 'color': 'white'}
CoreRouterLyon01,NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
CustomerPortalApp,WebApplicationType,{'label': 'applicationType', 'color': 'white'}
CustomerPortalApp,HighImportance,{'label': 'applicationBusinessImportance', 'color': 'white'}
WANLinkParisLyon,CoreRouter01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
WANLinkParisLyon,NetworkTeam,{'label': 'resourceManagedBy', 'color': 'white'}
WANLinkParisLyon,CoreRouterLyon01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
CR02_Eth0_0,UpState,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
CR02_Eth0_0,WANLinkParisLyon,{'label': 'networkInterfaceConnects', 'color': 'white'}
CR02_Eth0_0,PhysicalInterfaceType,{'label': 'networkInterfaceType', 'color': 'white'}
CR02_Eth0_0,CoreRouter02,{'label': 'networkInterfaceOf', 'color': 'white'}
#### NODES #### :57
['OP_RouterUpgrade', 'PostCond_ServiceRestored', 'CR_20231115_001', 'StandardChangeType', 'CiscoASR9K', 'CiscoSystems', 'CustomerPortalAppModule', 'InProductionStatus', 'WebServer01', 'RackA1', 'WS01_Eth0', 'VirtualInterfaceType', 'TT_20231026_001', 'FailureType', 'ServerRoomA', 'DataCenterParis', 'CoreRouter02', 'CR01_Eth0_0', 'UpState', 'AppSupportTeam', 'ITOperationsDept', 'EmailContactMethod', 'CoreRouter01', 'NetworkTeam', 'PhoneContactMethod', 'BlockingSeverity', 'JohnDoe', 'Event_CR01_Eth0_Down', 'NMSApplication', 'HPProLiantDL380', 'HPE', 'JaneSmith', 'mailto:jane.smith@example.com', 'CoreRouterLyon01', 'RouterType', 'CustomerPortalApp', 'WebApplicationType', 'PreventativeMaintenanceCategory', 'WANLinkParisLyon', 'IP_192_168_1_10', 'InProgressStatus', 'IP_10_0_0_2', 'OperationalState', 'CR02_Eth0_0', 'ScheduledStatus', 'PhysicalInterfaceType', 'P1Priority', 'SupervisionOrigin', 'HighImportance', 'MajorSeverity', 'TicketingSystemContactMethod', 'ServerType', 'PreCond_BackupComplete', 'mailto:john.doe@example.com', 'RackA2', 'IP_10_0_0_1', 'SoftwareUpgradeCause']
##################################################

##################################################
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-09-16/vertex_ai/gemini-2.5-flash/First_prompt_2025-09-16_14-09-48_Noria.ttl
Number of Nodes : 45
Number of edges : 65
cumulative number of nodes : 102
degree_histogram : [0, 23, 3, 6, 2, 5, 1, 2, 1, 0, 1, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.03282828282828283
Average degree connectivity : {7: 2.357142857142857, 1: 0.0, 3: 2.4444444444444446, 5: 2.28, 10: 3.7, 12: 1.6666666666666667, 8: 2.5, 4: 5.25, 6: 1.1666666666666667, 2: 0.16666666666666666}
#### Subject, Object, predicate ####
CustomerPortalApp,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
CustomerPortalApp,Web Application,{'label': 'applicationType', 'color': 'white'}
CustomerPortalApp,OrangeCorp,{'label': 'elementManagedBy', 'color': 'white'}
BobJohnson,OrangeCorp,{'label': 'org#memberOf', 'color': 'white'}
BobJohnson,mailto:bob.johnson@example.com,{'label': 'mbox', 'color': 'white'}
TT_20240315_001,Router01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_20240315_001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TT_20240315_001,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20240315_001,AliceSmith,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20240315_001,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_20240315_001,Event_RouterDown,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_20240315_001,CustomerPortalApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20240315_001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_20240315_001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_20240315_001,RouterRestartProcedure,{'label': 'actionCorrelatedOperationPlan', 'color': 'white'}
Router01,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
Router01,NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Router01,RackA1_U42,{'label': 'locatedAtLocus', 'color': 'white'}
Router01,In Production,{'label': 'resourceUsageState', 'color': 'white'}
Router01,Router,{'label': 'resourceType', 'color': 'white'}
Router01,192.168.1.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
ServerWeb01_Eth0,ServerWeb01,{'label': 'networkInterfaceOf', 'color': 'white'}
ServerWeb01_Eth0,Link_Router01_ServerWeb01,{'label': 'networkInterfaceConnects', 'color': 'white'}
ServerWeb01_Eth0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
ServerWeb01,Virtual Machine,{'label': 'resourceType', 'color': 'white'}
ServerWeb01,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
ServerWeb01,10.0.0.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
ServerWeb01,In Production,{'label': 'resourceUsageState', 'color': 'white'}
ServerWeb01,RackA1_U42,{'label': 'locatedAtLocus', 'color': 'white'}
ServerWeb01,OrangeCorp,{'label': 'resourceManagedBy', 'color': 'white'}
Event_RouterDown,Router01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_RouterDown,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_RouterDown,Critical,{'label': 'alarmSeverity', 'color': 'white'}
CustomerPortalProd,CustomerPortalApp,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortalProd,Platinum,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
CustomerPortalProd,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortalProd,BobJohnson,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
CustomerPortalProd,OrangeCorp,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CR_20240310_005,Preventative maintenance,{'label': 'changeRequestCategory', 'color': 'white'}
CR_20240310_005,Router01,{'label': 'changeRequestImpact', 'color': 'white'}
CR_20240310_005,Event_ConfigChange,{'label': 'documentStatusHistory', 'color': 'white'}
CR_20240310_005,AliceSmith,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
CR_20240310_005,Standard Change,{'label': 'changeRequestType', 'color': 'white'}
CR_20240310_005,Closed,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_20240310_005,Software upgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
Router01_Eth0,Router01,{'label': 'networkInterfaceOf', 'color': 'white'}
Router01_Eth0,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
Router01_Eth0,Link_Router01_ServerWeb01,{'label': 'networkInterfaceConnects', 'color': 'white'}
AliceSmith,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
AliceSmith,mailto:alice.smith@example.com,{'label': 'mbox', 'color': 'white'}
AliceSmith,NetworkOpsTeam,{'label': 'org#memberOf', 'color': 'white'}
RouterRestartProcedure,RouterUnreachable,{'label': 'operationPlanPreCondition', 'color': 'white'}
RouterRestartProcedure,RouterReachable,{'label': 'operationPlanPostCondition', 'color': 'white'}
Link_Router01_ServerWeb01,NetworkOpsTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Link_Router01_ServerWeb01,ServerWeb01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
Link_Router01_ServerWeb01,Router01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
Event_ConfigChange,Router01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_ConfigChange,MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_ConfigChange,AliceSmith,{'label': 'logOriginatingAgent', 'color': 'white'}
MonitoringSystem,NetworkOpsTeam,{'label': 'elementManagedBy', 'color': 'white'}
MonitoringSystem,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
MonitoringSystem,Monitoring Tool,{'label': 'applicationType', 'color': 'white'}
NetworkOpsTeam,OrangeCorp,{'label': 'org#unitOf', 'color': 'white'}
RackA1_U42,ServerRoomA,{'label': 'bot#containsZone', 'color': 'white'}
ServerRoomA,MainDataCenter,{'label': 'bot#hasSpace', 'color': 'white'}
#### NODES #### :45
['CustomerPortalApp', 'High', 'BobJohnson', 'OrangeCorp', 'TT_20240315_001', 'Router01', 'ServerWeb01_Eth0', 'ServerWeb01', 'Event_RouterDown', 'CustomerPortalProd', 'CR_20240310_005', 'Preventative maintenance', 'Router01_Eth0', 'Web Application', 'AliceSmith', 'Email', 'RouterRestartProcedure', 'RouterUnreachable', 'Link_Router01_ServerWeb01', 'Event_ConfigChange', 'MonitoringSystem', 'Failure', 'Customer', 'NetworkOpsTeam', 'Critical', 'up', 'Virtual Machine', 'Major', 'RouterReachable', '10.0.0.10', 'RackA1_U42', 'ServerRoomA', 'In Production', 'Platinum', 'Standard Change', 'mailto:alice.smith@example.com', 'P1', 'Closed', 'Software upgrade', 'Router', 'mailto:bob.johnson@example.com', '192.168.1.1', 'InProgress', 'MainDataCenter', 'Monitoring Tool']
##################################################

##################################################
Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-09-16/vertex_ai/gemini-2.5-flash/First_prompt_2025-09-16_14-00-59_Noria.ttl
Number of Nodes : 77
Number of edges : 116
cumulative number of nodes : 179
degree_histogram : [0, 40, 8, 7, 8, 3, 1, 2, 3, 1, 1, 0, 0, 1, 0, 0, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.019822282980177717
Average degree connectivity : {8: 3.0, 1: 0.4, 3: 4.190476190476191, 10: 1.2, 2: 2.1875, 16: 2.4375, 6: 4.833333333333333, 4: 2.84375, 9: 5.444444444444445, 13: 2.769230769230769, 7: 2.2142857142857144, 5: 4.466666666666667}
#### Subject, Object, predicate ####
CR_20231101_001,Scheduled,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
CR_20231101_001,Event_ConfigChange_RTR01,{'label': 'documentStatusHistory', 'color': 'white'}
CR_20231101_001,Standard Router Interface Configuration,{'label': 'changeRequestSpecification', 'color': 'white'}
CR_20231101_001,Configuration,{'label': 'changeRequestChangeCause', 'color': 'white'}
CR_20231101_001,Internal intervention,{'label': 'changeRequestCategory', 'color': 'white'}
CR_20231101_001,JohnDoe,{'label': 'changeRequestPilotParty', 'color': 'white'}
CR_20231101_001,Standard Change,{'label': 'changeRequestType', 'color': 'white'}
CR_20231101_001,Router_Core_01,{'label': 'changeRequestImpact', 'color': 'white'}
Event_ConfigChange_RTR01,JohnDoe,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_ConfigChange_RTR01,Router_Core_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
CustomerPortalApp,Customer Facing Service,{'label': 'applicationType', 'color': 'white'}
CustomerPortalApp,CustomerPortal_Prod,{'label': 'subSystem', 'color': 'white'}
CustomerPortalApp,Critical,{'label': 'applicationBusinessImportance', 'color': 'white'}
TT_20231026_001,Event_InterfaceDown,{'label': 'troubleTicketTrigger', 'color': 'white'}
TT_20231026_001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TT_20231026_001,Router_Core_01,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TT_20231026_001,Interrupted service,{'label': 'troubleTicketCriticity', 'color': 'white'}
TT_20231026_001,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TT_20231026_001,Network equipment failure,{'label': 'problemCategory', 'color': 'white'}
TT_20231026_001,Total breakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TT_20231026_001,Immediate Intervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TT_20231026_001,CustomerPortalApp,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TT_20231026_001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TT_20231026_001,Blocking,{'label': 'troubleTicketSeverity', 'color': 'white'}
TT_20231026_001,Managed backbone networks,{'label': 'problemResponsibility', 'color': 'white'}
TT_20231026_001,NOC_Team,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TT_20231026_001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
Event_InterfaceDown,Router_Core_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceDown,CorrectiveAction_RestartInterface,{'label': 'alarmMitigatedBy', 'color': 'white'}
Event_InterfaceDown,Major,{'label': 'alarmSeverity', 'color': 'white'}
Event_InterfaceDown,OpPlan_InterfaceRestart,{'label': 'alarmProposedRepairAction', 'color': 'white'}
Event_InterfaceDown,MonitoringSystemApp,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
HP_ProLiant_DL380,HPE,{'label': 'productManufacturedBy', 'color': 'white'}
Router_Core_01,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
Router_Core_01,In Production,{'label': 'resourceUsageState', 'color': 'white'}
Router_Core_01,10.0.0.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Router_Core_01,Rack_A1_L06,{'label': 'locatedAtLocus', 'color': 'white'}
Router_Core_01,NOC_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Router_Core_01,Cisco_ASR9K,{'label': 'resourceProductModel', 'color': 'white'}
Router_Core_01,Router,{'label': 'resourceType', 'color': 'white'}
WebServer_CP_01_ETH0,up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
WebServer_CP_01_ETH0,WebServer_CP_01,{'label': 'networkInterfaceOf', 'color': 'white'}
WebServer_CP_01_ETH0,Link_Router_Web_CP,{'label': 'networkInterfaceConnects', 'color': 'white'}
TT_20231026_001_Screenshot,TT_20231026_001,{'label': 'isPartOf', 'color': 'white'}
CustomerPortal_Prod,AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
CustomerPortal_Prod,JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
CustomerPortal_Prod,NOC_Team,{'label': 'applicationModuleSupportGroup', 'color': 'white'}
CustomerPortal_Prod,HotlineTeam,{'label': 'applicationModuleHotlineGroup', 'color': 'white'}
CustomerPortal_Prod,SLA_Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
CustomerPortal_Prod,CustomerPortalApp,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortal_Prod,WebServer_CP_01,{'label': 'subSystem', 'color': 'white'}
CustomerPortal_Prod,In Production,{'label': 'applicationModuleStatus', 'color': 'white'}
AppSupportTeam,OrangeCorp,{'label': 'org#unitOf', 'color': 'white'}
AppSupportTeam,Ticketing System,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JaneSmith,AppSupportTeam,{'label': 'org#memberOf', 'color': 'white'}
JaneSmith,WebServer_CP_01,{'label': 'agentManagesResource', 'color': 'white'}
JaneSmith,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
CustomerPortal_Dev,CustomerPortalApp,{'label': 'applicationModuleOf', 'color': 'white'}
CustomerPortal_Dev,In Development,{'label': 'applicationModuleStatus', 'color': 'white'}
CustomerPortal_Dev,AppSupportTeam,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
WebServer_CP_02,HP_ProLiant_DL380,{'label': 'resourceProductModel', 'color': 'white'}
WebServer_CP_02,VirtualCenter_01,{'label': 'clusterController', 'color': 'white'}
WebServer_CP_02,In Production,{'label': 'resourceUsageState', 'color': 'white'}
WebServer_CP_02,AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
WebServer_CP_02,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
WebServer_CP_02,Server,{'label': 'resourceType', 'color': 'white'}
WebServer_CP_02,Rack_A1_L06,{'label': 'locatedAtLocus', 'color': 'white'}
WebServer_CP_02,10.0.0.11,{'label': 'resourceManagementIPAddress', 'color': 'white'}
WebServer_CP_01,10.0.0.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
WebServer_CP_01,HP_ProLiant_DL380,{'label': 'resourceProductModel', 'color': 'white'}
WebServer_CP_01,AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
WebServer_CP_01,In Production,{'label': 'resourceUsageState', 'color': 'white'}
WebServer_CP_01,Server,{'label': 'resourceType', 'color': 'white'}
WebServer_CP_01,CustomerPortalApp,{'label': 'resourceForApplication', 'color': 'white'}
WebServer_CP_01,Rack_A1_L06,{'label': 'locatedAtLocus', 'color': 'white'}
WebServer_CP_01,VirtualCenter_01,{'label': 'clusterController', 'color': 'white'}
OrangeCorp,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Router_Core_01_GE0_0_1,up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
Router_Core_01_GE0_0_1,Link_Router_Web_CP,{'label': 'networkInterfaceConnects', 'color': 'white'}
Router_Core_01_GE0_0_1,Router_Core_01,{'label': 'networkInterfaceOf', 'color': 'white'}
VirtualCenter_01,Virtualization Manager,{'label': 'resourceType', 'color': 'white'}
VirtualCenter_01,AppSupportTeam,{'label': 'resourceManagedBy', 'color': 'white'}
Event_LoginFailure,ExternalAttacker,{'label': 'logOriginatingAgent', 'color': 'white'}
Event_LoginFailure,MonitoringSystemApp,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_LoginFailure,WebServer_CP_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_LoginFailure,Warning,{'label': 'alarmSeverity', 'color': 'white'}
JohnDoe,NOC_Team,{'label': 'org#memberOf', 'color': 'white'}
JohnDoe,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
JohnDoe,Router_Core_01,{'label': 'agentManagesResource', 'color': 'white'}
NOC_Team,OrangeCorp,{'label': 'org#unitOf', 'color': 'white'}
NOC_Team,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
MonitoringSystemApp,High,{'label': 'applicationBusinessImportance', 'color': 'white'}
MonitoringSystemApp,Internal Tool,{'label': 'applicationType', 'color': 'white'}
Rack_A1_L06,ServerRoom_A1,{'label': 'bot#hasSpace', 'color': 'white'}
ServerRoom_A1,DataCenter_Paris,{'label': 'bot#hasSpace', 'color': 'white'}
CorrectiveAction_RestartInterface,JohnDoe,{'label': 'creator', 'color': 'white'}
CorrectiveAction_RestartInterface,Event_InterfaceUp,{'label': 'member', 'color': 'white'}
TT_20231026_001_Note1,CorrectiveAction_RestartInterface,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TT_20231026_001_Note1,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TT_20231026_001_Note1,JohnDoe,{'label': 'creator', 'color': 'white'}
TT_20231026_001_Note1,TT_20231026_001,{'label': 'isPartOf', 'color': 'white'}
TT_20231026_001_Note1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
InternetAccessService,Customer Facing Service,{'label': 'serviceType', 'color': 'white'}
InternetAccessService,CustomerPortalApp,{'label': 'subSystem', 'color': 'white'}
HotlineTeam,OrangeCorp,{'label': 'org#unitOf', 'color': 'white'}
Link_Router_Web_CP,NOC_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Link_Router_Web_CP,WebServer_CP_01,{'label': 'networkLinkTerminationResourceDestination', 'color': 'white'}
Link_Router_Web_CP,Router_Core_01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
Event_InterfaceUp,MonitoringSystemApp,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
Event_InterfaceUp,Router_Core_01,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Event_InterfaceUp,Cleared,{'label': 'alarmSeverity', 'color': 'white'}
OpPlan_InterfaceRestart,PostCond_InterfaceUp,{'label': 'operationPlanPostCondition', 'color': 'white'}
OpPlan_InterfaceRestart,PreCond_InterfaceDown,{'label': 'operationPlanPreCondition', 'color': 'white'}
Cisco_ASR9K,CiscoSystems,{'label': 'productManufacturedBy', 'color': 'white'}
VPNService,Resource Facing Service,{'label': 'serviceType', 'color': 'white'}
VPNService,Router_Core_01,{'label': 'subSystem', 'color': 'white'}
#### NODES #### :77
