2026-02-02 16:00:14,578 - INFO - ##################################################
2026-02-02 16:00:14,578 - INFO - Knowledge Graph : /home/piod7321/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2026-02-02/vertex_ai/gemini-2.5-flash/4_1_AI_enhance_manually_2026-02-02_14-22-02_Noria.ttl
2026-02-02 16:00:14,578 - INFO - Number of Nodes : 571
2026-02-02 16:00:14,579 - INFO - Number of edges : 764
2026-02-02 16:00:14,579 - INFO - cumulative number of nodes : 571
2026-02-02 16:00:14,579 - INFO - degree_histogram : [0, 413, 26, 21, 21, 14, 8, 9, 21, 10, 3, 3, 1, 3, 1, 2, 1, 3, 1, 2, 1, 0, 2, 0, 0, 3, 0, 1, 0, 0, 1]
2026-02-02 16:00:14,579 - INFO - number of self loop : 0
2026-02-02 16:00:14,579 - INFO - ####  KPIs ####
2026-02-02 16:00:14,579 - INFO - DiGraph density : 0.0023473745660122286
2026-02-02 16:00:14,580 - INFO - cumulative density : 0.0023473745660122286
2026-02-02 16:00:14,582 - INFO - Average degree connectivity : {8: 4.916666666666667, 1: 0.009685230024213076, 17: 1.9803921568627452, 7: 4.619047619047619, 22: 2.659090909090909, 2: 0.21153846153846154, 20: 5.7, 3: 2.4285714285714284, 9: 6.966666666666667, 10: 2.1, 13: 3.2564102564102564, 5: 0.6, 25: 4.746666666666667, 11: 4.0606060606060606, 30: 4.5, 27: 2.4814814814814814, 15: 0.7, 18: 5.111111111111111, 19: 4.184210526315789, 4: 1.9642857142857142, 6: 0.5208333333333334, 14: 4.0, 12: 5.833333333333333, 16: 4.6875}
2026-02-02 16:00:14,582 - INFO - #### Subject, Object, predicate ####
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,CUSTPORT,{'label': 'applicationShortIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,1002,{'label': 'applicationNumericalIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,Customer Relationship Management,{'label': 'applicationFunctionalDomain', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,high,{'label': 'applicationBusinessImportance', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,Customer Portal,{'label': 'functionalElementDistinguishedName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,business-critical,{'label': 'applicationType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - Application_CustomerPortal,Web application allowing customers to manage their...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Major,Major Perceived Severity,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Major,Major Severity,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,monitoring,{'label': 'applicationType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,Operations Management,{'label': 'applicationFunctionalDomain', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,Application for real-time monitoring of network de...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,NMS,{'label': 'applicationShortIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,1003,{'label': 'applicationNumericalIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,Network Monitoring System,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,medium,{'label': 'applicationBusinessImportance', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,NMS-APP,{'label': 'applicationModelIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - Application_MonitoringSystem,Performance Monitoring,{'label': 'applicationFunctionalSubDomain', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - monitoring,Monitoring Application,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,P2,{'label': 'troubleTicketPriority', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,EventRecord_SecurityAlert,{'label': 'troubleTicketTrigger', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,2024-04-20T09:30:00+00:00,{'label': 'troubleTicketDetectionDateTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,Failure,{'label': 'troubleTicketType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,Major,{'label': 'troubleTicketSeverity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,Security Incident - Brute Force Attempt,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,InterruptedService,{'label': 'troubleTicketCriticity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,Application_CustomerPortal,{'label': 'troubleTicketRelatedService', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,Incident opened due to suspected brute force attac...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,2024-04-20T09:45:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,2024-04-20T14:00:00+00:00,{'label': 'troubleTicketTargetRestorationDateTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,582 - INFO - TroubleTicket_003,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,TT-2024-04-20-003,{'label': 'identifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,true,{'label': 'troubleTicketIsNotificationEnable', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,Brute force attack detected.,{'label': 'troubleTicketCause', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,SIEM,{'label': 'troubleTicketSupervisionTool', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,InProgress,{'label': 'troubleTicketStatusCurrent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,Resource_Server_App01,{'label': 'troubleTicketRelatedResource', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,Customer,{'label': 'troubleTicketOrigin', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_003,org#OrgUnit_NetworkOps,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - P2,Priority 2,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,Agent_VendorSupport,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,Log entry confirming replacement of a line card in...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,2024-04-26T08:30:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,Hardware Replaced Event,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,INFO: Line card replaced in slot 1 of edge-rtr-01 ...,{'label': 'logText', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,Resource_Router_Edge01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - EventRecord_HardwareReplaced,Warning,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - Agent_VendorSupport,Third-party vendor support team for Manufacturer X...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - Agent_VendorSupport,Vendor X Support,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - Agent_VendorSupport,Call emergency line for critical hardware failures...,{'label': 'agentInstructions', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - Agent_VendorSupport,Phone,{'label': 'agentPreferredContactMethod', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - Agent_VendorSupport,24/7,{'label': 'agentWorkingHours', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,InProduction,{'label': 'applicationModuleStatus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,Gold,{'label': 'applicationModuleSlaLevel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,2023-01-01T00:00:00+00:00,{'label': 'applicationModuleSlaLevelDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,org#OrgUnit_AppDev,{'label': 'applicationModuleAdministrationTeam', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,Application_CustomerPortal,{'label': 'applicationModuleOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,Agent_JaneSmith,{'label': 'applicationModuleAdministrationLeader', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,PROD-002,{'label': 'applicationModuleIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,Production instance of the Customer Portal applica...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,true,{'label': 'applicationModuleHotlineEnabled', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,CP_PROD,{'label': 'applicationModuleName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ApplicationModule_CP_Prod,Customer Portal - Production,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - InProduction,In Production,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - OperationPlan_HardwareReplacement,ActionPostCondition_HardwareOperational,{'label': 'operationPlanPostCondition', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - OperationPlan_HardwareReplacement,ActionPreCondition_HardwareFault,{'label': 'operationPlanPreCondition', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - OperationPlan_HardwareReplacement,Hardware Replacement Procedure,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - OperationPlan_HardwareReplacement,Procedure for replacing faulty hardware components...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ActionPostCondition_HardwareOperational,Expected outcome: New hardware component is instal...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - ActionPostCondition_HardwareOperational,Hardware Operational After Replacement,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,DeferredIntervention,{'label': 'troubleTicketUrgency', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,Network Congestion on Core Link,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,High traffic load on core-sw-01 to app-srv-01 link...,{'label': 'troubleTicketCause', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,InterruptedService,{'label': 'troubleTicketCriticity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,Application_CustomerPortal,{'label': 'troubleTicketRelatedService', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,EventRecord_HighTrafficAlert,{'label': 'troubleTicketTrigger', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,TT-2024-05-20-005,{'label': 'identifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,OperationPlan_TrafficEngineering,{'label': 'troubleTicketCharacteristic', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,583 - INFO - TroubleTicket_005,2024-05-20T11:00:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,NetworkLink_CoreToAppSrv,{'label': 'troubleTicketRelatedResource', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,Prometheus,{'label': 'troubleTicketSupervisionTool', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,Incident: Users reporting slow network performance...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,2024-05-20T10:45:00+00:00,{'label': 'troubleTicketDetectionDateTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,Customer,{'label': 'troubleTicketOrigin', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,2024-05-20T16:00:00+00:00,{'label': 'modified', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,Resolved,{'label': 'troubleTicketStatusCurrent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,P2,{'label': 'troubleTicketPriority', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,org#OrgUnit_NetworkOps,{'label': 'troubleTicketRelatedParty', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,true,{'label': 'troubleTicketIsNotificationEnable', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,Failure,{'label': 'troubleTicketType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,2024-05-20T18:00:00+00:00,{'label': 'troubleTicketTargetRestorationDateTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicket_005,Major,{'label': 'troubleTicketSeverity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - DeferredIntervention,Deferred Intervention Urgency,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,PQR45678STU,{'label': 'resourceSerialNumber', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,10.0.0.11,{'label': 'resourceManagementIPAddress', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,Application_CustomerPortal,{'label': 'resourceForApplication', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,2022-04-01T10:00:00+00:00,{'label': 'resourceInstallationDate', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,Locus_Rack_A2,{'label': 'locatedAtLocus', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,Server hosting the database for the Customer Porta...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,Server,{'label': 'resourceType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,Agent_JaneSmith,{'label': 'resourceManagedBy', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,Database Server 01,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,db-srv-01.corp.example.com,{'label': 'resourceHostName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,InUse,{'label': 'resourceUsageState', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Resource_Server_DB01,ProductModel_Server_Dell_R740,{'label': 'resourceProductModel', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,Internal,{'label': 'troubleTicketNoteCommentType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,Confirmed interface ge-0/0/1 on edge-rtr-01 is adm...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,Agent_JohnDoe,{'label': 'creator', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,2024-04-20T10:30:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,Initial Diagnosis for TT-001,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_001_1,TroubleTicket_001,{'label': 'isPartOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Internal,Internal Comment Type,{'label': 'prefLabel', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,IC-APP,{'label': 'applicationModelIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,high,{'label': 'applicationBusinessImportance', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,Platform for internal chat, video conferencing, an...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,Internal Communication Platform,{'label': 'functionalElementDistinguishedName', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,business-critical,{'label': 'applicationType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,ICOMMS,{'label': 'applicationShortIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,Unified Communications,{'label': 'applicationFunctionalSubDomain', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,1004,{'label': 'applicationNumericalIdentifier', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - Application_InternalComms,Collaboration Services,{'label': 'applicationFunctionalDomain', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_002_1,EventRecord_DBRestarted,{'label': 'troubleTicketNoteCorrelatedExecution', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_002_1,Initial Diagnosis for TT-002,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_002_1,Internal,{'label': 'troubleTicketNoteCommentType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_002_1,TroubleTicket_002,{'label': 'isPartOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_002_1,Database service on app-srv-01 is unresponsive. At...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,584 - INFO - TroubleTicketNote_002_1,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_002_1,Agent_JaneSmith,{'label': 'creator', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_002_1,2024-04-20T10:35:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,Database Service Restarted Event,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,INFO: Database service 'customer_db' restarted suc...,{'label': 'logText', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,Log entry indicating the database service was rest...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,Agent_JaneSmith,{'label': 'logOriginatingAgent', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,2024-04-20T10:45:00+00:00,{'label': 'loggingTime', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,Warning,{'label': 'alarmSeverity', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,Resource_Server_App01,{'label': 'logOriginatingManagedObject', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - EventRecord_DBRestarted,Application_MonitoringSystem,{'label': 'logOriginatingManagementSystem', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,Internal,{'label': 'troubleTicketNoteCommentType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,EventRecord_HardwareReplaced,{'label': 'troubleTicketNoteCorrelatedExecution', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,TroubleTicket_004,{'label': 'isPartOf', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,Line card successfully replaced. System tests pass...,{'label': 'comment', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,Hardware Replacement Confirmation for TT-004,{'label': 'label', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,Agent_VendorSupport,{'label': 'creator', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicketNote_004_2,2024-04-26T09:00:00+00:00,{'label': 'created', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - TroubleTicket_001,Resource_Router_Edge01,{'label': 'troubleTicketRelatedResource', 'edge_type': 'entity_to_entity'}
2026-02-02 16:00:14,585 - INFO - TroubleTicket_001,2024-04-20T11:30:00+00:00,{'label': 'modified', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - TroubleTicket_001,EXT-TT-98765,{'label': 'documentExternalId', 'edge_type': 'entity_to_literal'}
2026-02-02 16:00:14,585 - INFO - TroubleTicket_001,InterruptedService,{'label': 'troubleTicketCategory', 'edge_type': 'entity_to_entity'}
