##################################################
#### Common information for Graph and DiGraph ####
Knowledge Graph : merged_graph_8.ttl
Number of Nodes : 197
Number of edges : 233
cumulative number of nodes : 197
degree_histogram : []
number of self loop : 0
#### Graph KPIs ####
Graph density : 0
#### DiGrap KPIs ####
DiGraph density : 0.012068786905625194
Average degree connectivity : {}
#### Subject, Object, predicate ####
https://example.com/HubNode2,https://example.com/EdgeSupport,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode6,https://example.com/StreamOps,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode6,https://w3id.org/noria/kos/Resource/type/LoadBalancer,{'label': 'https://w3id.org/noria/ontology/resourceType', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode6,https://w3id.org/noria/ontology/structuralElementObservableData,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/ITSupport,https://example.com/Resource1,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/HubNode3,https://example.com/organization1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/HubNode3,https://example.com/AccessSupport,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/CentralNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/hubNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/SuperNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/ResourceA,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/ResourceC,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/MultiplexNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/centralNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/IntermediaryNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/superNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/SuperNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/ResourceB,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/IntermediaryNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/multiplexNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/ResourceD,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/connectorNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/MultiplexNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/highDegreeNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/ConnectorNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/intermediaryNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/ConnectorNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/connectorNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/organization1,https://example.com/multiplexNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/NetworkInterfaceA,https://example.com/ResourceA,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf', 'size': 80, 'color': 'white'}
https://example.com/NetworkInterfaceA,https://example.com/NetworkLink1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects', 'size': 80, 'color': 'white'}
https://example.com/ResourceA,https://example.com/Locus1,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/ConnectorNode4,https://example.com/SecurityTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/ConnectorNode4,https://example.com/FirewallStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/SecurityTeam,https://example.com/connectorNode1,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/SecurityTeam,https://example.com/connectorNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/SecurityTeam,https://example.com/ConnectorNode,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/SecurityTeam,https://example.com/ConnectorNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/SecurityTeam,https://example.com/ConnectorNode2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/SecurityTeam,https://example.com/intermediaryNode5,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
http://www.w3.org/ns/seas#Warning,https://example.com/Event3,{'label': 'https://w3id.org/noria/ontology/alarmSeverity', 'size': 80, 'color': 'white'}
http://www.w3.org/ns/seas#Warning,https://example.com/Event4,{'label': 'https://w3id.org/noria/ontology/alarmSeverity', 'size': 80, 'color': 'white'}
https://example.com/MultiplexNode2,https://example.com/DataTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/DataTeam,https://example.com/MultiplexNode4,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/DataTeam,https://example.com/MultiplexNode3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/HubNetwork,https://example.com/NetworkTrafficFlow,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/HubNetwork,https://example.com/NetworkAdmin,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/Service1,https://github.com/tmforum-apis/TMF638_ServiceInventory,{'label': 'http://www.w3.org/2000/01/rdf-schema#seeAlso', 'size': 80, 'color': 'white'}
https://example.com/StatusUp,http://example.com/scheme/status,{'label': 'http://www.w3.org/2004/02/skos/core#inScheme', 'size': 80, 'color': 'white'}
https://example.com/StatusUp,https://example.com/Interface1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOperationalStatus', 'size': 80, 'color': 'white'}
https://example.com/intermediaryNode1,https://example.com/observable4,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/intermediaryNode1,https://example.com/observable2,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/intermediaryNode1,https://example.com/OperationsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/intermediaryNode1,https://example.com/observable/trafficDistribution,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/intermediaryNode1,https://example.com/organization5,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/connectorNode4,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/ITSupportTeam,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/NetworkLink1,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResourceOrigin', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://w3id.org/noria/kos/Resource/LifecycleState/active,{'label': 'https://w3id.org/noria/ontology/resourceUsageState', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/ProductModel1,{'label': 'https://w3id.org/noria/ontology/resourceProductModel', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/locus1,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/Alarm1,{'label': 'https://w3id.org/noria/ontology/logOriginatingManagedObject', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://w3id.org/noria/kos/Resource/type/server,{'label': 'https://w3id.org/noria/ontology/resourceType', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/Locus1,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/Resource1Status,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://example.com/Room314,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/Resource1,https://w3id.org/noria/kos/Resource/LifecycleState/operational,{'label': 'https://w3id.org/noria/ontology/resourceUsageState', 'size': 80, 'color': 'white'}
https://example.com/CentralNode2,https://example.com/DBAdminTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/connectorNode4,https://example.com/SecurityOps,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/connectorNode4,https://w3id.org/noria/ontology/structuralElementObservableData,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/connectorNode4,https://example.com/NetworkLink1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects', 'size': 80, 'color': 'white'}
https://example.com/SecurityOps,https://example.com/FirewallNode8,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/HighDegreeNode3,https://example.com/NetworkOps,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/NetworkOps,https://example.com/MultiplexNode,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/hubNode1,https://example.com/NetworkOperations,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/hubNode1,https://example.com/OrgSupportTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/hubNode1,https://example.com/NetworkOpsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/hubNode1,https://example.com/NetworkOperationsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode1,https://example.com/observableData3,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode1,https://example.com/organization6,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode1,https://example.com/observable/streamCount,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode1,https://example.com/NetworkTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode1,https://example.com/observable5,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/Firewall1,https://example.com/FirewallStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/intermediaryNode5,https://example.com/InfraTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/Resource2,https://example.com/Locus2,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/Resource2,https://example.com/NetworkLink1,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResourceDestination', 'size': 80, 'color': 'white'}
https://example.com/Resource2,https://w3id.org/noria/kos/Resource/type/storage,{'label': 'https://w3id.org/noria/ontology/resourceType', 'size': 80, 'color': 'white'}
https://example.com/Resource2,https://example.com/StorageTeam,{'label': 'https://w3id.org/noria/ontology/resourceManagedBy', 'size': 80, 'color': 'white'}
https://example.com/Resource2,https://w3id.org/noria/kos/Resource/LifecycleState/active,{'label': 'https://w3id.org/noria/ontology/resourceUsageState', 'size': 80, 'color': 'white'}
https://example.com/Locus2,https://example.com/ResourceB,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/DataCenter1,https://example.com/LinkDC-Router,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource', 'size': 80, 'color': 'white'}
https://example.com/DataCenter1,https://example.com/DataCenterStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/SuperNode3,https://example.com/BackboneTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/superNode1,https://example.com/observable6,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/superNode1,https://example.com/ManagementBoard,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/superNode1,https://example.com/observable3,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/superNode1,https://example.com/observable/superNodeStatus,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/superNode1,https://example.com/organization7,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/MultiplexNode,https://example.com/observable/streamCount,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData', 'size': 80, 'color': 'white'}
https://example.com/VMCluster,https://example.com/ITOperations,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/VMCluster,https://example.com/VMResourceUsage,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/ITOperations,https://example.com/IntermediaryNode,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/ResourceC,https://example.com/Locus3,{'label': 'https://w3id.org/noria/ontology/locatedAtLocus', 'size': 80, 'color': 'white'}
https://example.com/HighDegreeNode2,https://example.com/IntermediaryNode5,{'label': 'https://w3id.org/noria/ontology/connected_to', 'size': 80, 'color': 'white'}
https://example.com/HighDegreeNode2,https://example.com/NetworkOperationsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/HighDegreeNode2,https://example.com/HubNode1,{'label': 'https://w3id.org/noria/ontology/connected_to', 'size': 80, 'color': 'white'}
https://example.com/HighDegreeNode2,https://example.com/PowerUsageData,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData', 'size': 80, 'color': 'white'}
https://example.com/HighDegreeNode2,https://example.com/NetworkSupport,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/IntermediaryNode5,https://example.com/LoadDistributionMetrics,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/IntermediaryNode5,https://example.com/SuperNode7,{'label': 'https://w3id.org/noria/ontology/connected_to', 'size': 80, 'color': 'white'}
https://example.com/IntermediaryNode5,https://example.com/ITSupportTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/Link1,https://example.com/DistributionSwitch,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource', 'size': 80, 'color': 'white'}
https://example.com/Link1,https://example.com/CoreRouter,{'label': 'https://w3id.org/noria/ontology/networkLinkTerminationResource', 'size': 80, 'color': 'white'}
https://example.com/DistributionSwitch,https://example.com/PortTrafficLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/DistributionSwitch,https://example.com/SwitchTrafficLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/DistributionSwitch,https://example.com/NetworkSupportTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/connectorNode1,https://example.com/organization4,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/connectorNode1,https://example.com/observable/trafficFlow,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/connectorNode1,https://example.com/observableData2,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData', 'size': 80, 'color': 'white'}
https://example.com/connectorNode1,https://example.com/observable3,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/centralNode1,https://example.com/observable1,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/centralNode1,https://example.com/organization3,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/centralNode1,https://example.com/ITSupportTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/centralNode1,https://example.com/observable/serverLoad,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/centralNode1,https://example.com/observable2,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/highDegreeNode1,https://example.com/NetworkOperationsTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/highDegreeNode1,https://example.com/organization2,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/highDegreeNode1,https://example.com/observable1,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/highDegreeNode1,https://example.com/observable/connectionCount,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/highDegreeNode1,https://example.com/observableData1,{'label': 'https://w3id.org/noria/ontology/structuralElementObservableData', 'size': 80, 'color': 'white'}
https://example.com/NetworkOperationsTeam,https://example.com/CoreRouter,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/HubNode1,https://example.com/NetworkAdminOrg,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/NetworkInterfaceB,https://example.com/ResourceB,{'label': 'https://w3id.org/noria/ontology/networkInterfaceOf', 'size': 80, 'color': 'white'}
https://example.com/NetworkInterfaceB,https://example.com/NetworkLink1,{'label': 'https://w3id.org/noria/ontology/networkInterfaceConnects', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode2,https://example.com/observable8,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode2,https://example.com/NetworkTeam,{'label': 'https://w3id.org/noria/ontology/elementManagedBy', 'size': 80, 'color': 'white'}
https://example.com/multiplexNode2,https://example.com/observable/streamCount,{'label': 'https://w3id.org/noria/ontology/structuralElementObservable', 'size': 80, 'color': 'white'}
