##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/S4_fully_created_by_AI/2025-10-21/vertex_ai/gemini-2.5-flash/4_prompt_fully_created_by_AI_2025-10-21_10-33-12_Noria.ttl
Number of Nodes : 145
Number of edges : 304
cumulative number of nodes : 145
degree_histogram : [0, 49, 24, 18, 7, 8, 11, 6, 3, 1, 2, 4, 3, 2, 3, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.014559386973180077
cumulative density : 0.014559386973180077
Average degree connectivity : {5: 7.175, 1: 0.12244897959183673, 6: 5.712121212121212, 2: 1.2291666666666667, 8: 5.791666666666667, 7: 6.619047619047619, 20: 2.4, 9: 4.555555555555555, 16: 0.125, 12: 4.194444444444445, 18: 4.833333333333333, 11: 3.272727272727273, 3: 2.962962962962963, 14: 2.738095238095238, 4: 2.4285714285714284, 26: 5.230769230769231, 10: 6.8, 13: 2.3461538461538463}
#### Subject, Object, predicate ####
Resource009,10.0.0.25,{'label': 'resourceManagementIPAddress', 'color': 'white'}
org#OrganizationalUnit001,Agent002,{'label': 'org#hasMember', 'color': 'white'}
org#OrganizationalUnit001,Agent001,{'label': 'org#hasMember', 'color': 'white'}
org#OrganizationalUnit001,Agent003,{'label': 'org#hasMember', 'color': 'white'}
NetworkLink003,Resource004,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink003,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink003,NetworkInterface005,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink003,Resource002,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink003,NetworkInterface002,{'label': 'networkInterfaceConnects', 'color': 'white'}
Resource004,Agent006,{'label': 'resourceManagedBy', 'color': 'white'}
Resource004,172.16.0.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource004,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
Resource004,Application003,{'label': 'resourceForApplication', 'color': 'white'}
Resource004,Router,{'label': 'resourceType', 'color': 'white'}
Resource004,Locus006,{'label': 'locatedAtLocus', 'color': 'white'}
Resource004,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource004,ProductModel003,{'label': 'resourceProductModel', 'color': 'white'}
Resource008,ProductModel002,{'label': 'resourceProductModel', 'color': 'white'}
Resource008,Agent001,{'label': 'resourceManagedBy', 'color': 'white'}
Resource008,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource008,Application001,{'label': 'resourceForApplication', 'color': 'white'}
Resource008,LoadBalancer,{'label': 'resourceType', 'color': 'white'}
ProductModel002,www.cisco.com,{'label': 'productManufacturedBy', 'color': 'white'}
Service001,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
Service001,Application001,{'label': 'subSystemOf', 'color': 'white'}
Service001,ApplicationModule001,{'label': 'subSystemOf', 'color': 'white'}
Service001,ApplicationModule002,{'label': 'subSystemOf', 'color': 'white'}
Service001,ApplicationModule003,{'label': 'subSystemOf', 'color': 'white'}
Application003,Agent002,{'label': 'elementManagedBy', 'color': 'white'}
Application003,infrastructure,{'label': 'applicationType', 'color': 'white'}
Application003,medium,{'label': 'applicationBusinessImportance', 'color': 'white'}
Agent002,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ChangeRequest002,NetworkLink003,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest002,Configuration,{'label': 'changeRequestChangeCause', 'color': 'white'}
ChangeRequest002,Agent002,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
ChangeRequest002,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest002,NetworkLink001,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest002,NetworkLink004,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest002,Resource004,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest002,NetworkLink002,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest002,Standard,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest002,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest002,PatchDeployment,{'label': 'changeRequestSpecification', 'color': 'white'}
ChangeRequest002,Agent006,{'label': 'changeRequestActorParty', 'color': 'white'}
TroubleTicket002,Service002,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket002,NetworkLink002,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket002,IsolatedCustomerSite,{'label': 'troubleTicketCategory', 'color': 'white'}
TroubleTicket002,P2,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket002,DeferredIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket002,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket002,NetworkLink003,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket002,EventRecord002,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket002,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket002,EventRecord005,{'label': 'relation', 'color': 'white'}
TroubleTicket002,NetworkLink004,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket002,Resource004,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket002,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket002,Resolved,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket002,Agent002,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket002,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
Service002,Resource004,{'label': 'subSystemOf', 'color': 'white'}
Service002,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Service002,Application003,{'label': 'subSystemOf', 'color': 'white'}
Service002,Resource005,{'label': 'subSystemOf', 'color': 'white'}
EventRecord006,Application002,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord006,thresholdCrossing,{'label': 'type', 'color': 'white'}
EventRecord006,Major,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord006,Resource008,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Application002,Resource007,{'label': 'resourceForApplication', 'color': 'white'}
Application002,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application002,Agent002,{'label': 'elementManagedBy', 'color': 'white'}
Application002,monitoring,{'label': 'applicationType', 'color': 'white'}
Room002,bot#Site001,{'label': 'subSystemOf', 'color': 'white'}
Room002,Locus006,{'label': 'bot#hasSpace', 'color': 'white'}
Room002,Locus007,{'label': 'bot#hasSpace', 'color': 'white'}
NetworkLink002,NetworkInterface002,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink002,Resource001,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink002,Resource004,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink002,NetworkInterface001,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink002,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
Agent004,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Resource003,10.0.0.12,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource003,Server,{'label': 'resourceType', 'color': 'white'}
Resource003,Agent001,{'label': 'resourceManagedBy', 'color': 'white'}
Resource003,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource003,Up,{'label': 'virtualServerStatus', 'color': 'white'}
Resource003,ProductModel001,{'label': 'resourceProductModel', 'color': 'white'}
Resource003,Locus003,{'label': 'locatedAtLocus', 'color': 'white'}
Resource003,Application001,{'label': 'resourceForApplication', 'color': 'white'}
OperationPlan002,AnomalyPattern002,{'label': 'references', 'color': 'white'}
OperationPlan002,ActionPreCondition002,{'label': 'operationPlanPreCondition', 'color': 'white'}
OperationPlan002,ActionPostCondition002,{'label': 'operationPlanPostCondition', 'color': 'white'}
TroubleTicket001,Service001,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket001,Resource001,{'label': 'troubleTicketRelatedResource', 'color': 'white'}
TroubleTicket001,EventRecord001,{'label': 'relation', 'color': 'white'}
TroubleTicket001,EventRecord004,{'label': 'documentStatusHistory', 'color': 'white'}
TroubleTicket001,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket001,Agent005,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket001,ApplicationModule002,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket001,ApplicationModule003,{'label': 'troubleTicketRelatedService', 'color': 'white'}
TroubleTicket001,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket001,ManagedBackboneNetworks,{'label': 'problemResponsibility', 'color': 'white'}
TroubleTicket001,Agent001,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket001,Customer,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket001,Critical,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket001,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
TroubleTicket001,TotalBreakdown,{'label': 'troubleTicketCategory', 'color': 'white'}
TroubleTicket001,EventRecord006,{'label': 'relation', 'color': 'white'}
TroubleTicket001,EventRecord003,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket001,Resource003,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket001,Resource002,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket001,Agent003,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket001,ImmediateIntervention,{'label': 'troubleTicketUrgency', 'color': 'white'}
TroubleTicket001,ApplicationModule001,{'label': 'troubleTicketImpacts', 'color': 'white'}
Resource006,Agent001,{'label': 'resourceManagedBy', 'color': 'white'}
Resource006,Server,{'label': 'resourceType', 'color': 'white'}
Resource006,10.0.0.20,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource006,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource006,ProductModel004,{'label': 'resourceProductModel', 'color': 'white'}
Resource006,Up,{'label': 'virtualServerStatus', 'color': 'white'}
Resource006,Resource009,{'label': 'clusterController', 'color': 'white'}
Resource006,Locus004,{'label': 'locatedAtLocus', 'color': 'white'}
Agent001,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ApplicationModule002,Agent001,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
ApplicationModule002,Resource003,{'label': 'resourceForApplication', 'color': 'white'}
ApplicationModule002,org#OrganizationalUnit001,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule002,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
ApplicationModule002,Agent004,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule002,org#OrganizationalUnit002,{'label': 'applicationModuleSupportGroup', 'color': 'white'}
ApplicationModule002,Application001,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule002,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
Agent006,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
ChangeRequest003,Agent001,{'label': 'changeRequestActorParty', 'color': 'white'}
ChangeRequest003,Agent004,{'label': 'changeRequestPilotParty', 'color': 'white'}
ChangeRequest003,Standard,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest003,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest003,ApplicationModule002,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest003,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest003,OperationPlan004,{'label': 'references', 'color': 'white'}
ChangeRequest003,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
DocumentAttachment001,TroubleTicket001,{'label': 'isPartOf', 'color': 'white'}
DocumentAttachment001,db01_cpu_20240420.png,{'label': 'source', 'color': 'white'}
NetworkLink004,NetworkInterface002,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink004,Resource003,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink004,NetworkInterface006,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink004,Resource004,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink004,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkInterface002,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface002,Resource004,{'label': 'networkInterfaceOf', 'color': 'white'}
Resource007,VirtualMachine,{'label': 'resourceType', 'color': 'white'}
Resource007,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
Resource007,Resource006,{'label': 'subSystemOf', 'color': 'white'}
Resource007,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource007,10.0.0.21,{'label': 'resourceManagementIPAddress', 'color': 'white'}
ChangeRequest001,SoftwareUpgrade,{'label': 'changeRequestChangeCause', 'color': 'white'}
ChangeRequest001,Agent001,{'label': 'changeRequestRelatedParty', 'color': 'white'}
ChangeRequest001,Resource003,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest001,Agent004,{'label': 'changeRequestPilotParty', 'color': 'white'}
ChangeRequest001,Approved,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest001,ApplicationModule002,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest001,Standard,{'label': 'changeRequestType', 'color': 'white'}
ChangeRequest001,PatchDeployment,{'label': 'changeRequestSpecification', 'color': 'white'}
ChangeRequest001,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
Resource001,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource001,Locus001,{'label': 'locatedAtLocus', 'color': 'white'}
Resource001,Agent003,{'label': 'resourceManagedBy', 'color': 'white'}
Resource001,Up,{'label': 'virtualServerStatus', 'color': 'white'}
Resource001,Application001,{'label': 'resourceForApplication', 'color': 'white'}
Resource001,10.0.0.10,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource001,DatabaseServer,{'label': 'resourceType', 'color': 'white'}
Resource001,ProductModel001,{'label': 'resourceProductModel', 'color': 'white'}
EventRecord001,Application002,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord001,thresholdCrossing,{'label': 'type', 'color': 'white'}
EventRecord001,OperationPlan001,{'label': 'alarmProposedRepairAction', 'color': 'white'}
EventRecord001,Resource001,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord001,Warning,{'label': 'alarmSeverity', 'color': 'white'}
TroubleTicketNote003,Resolution,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote003,EventRecord005,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
TroubleTicketNote003,TroubleTicket002,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote003,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote003,Agent002,{'label': 'creator', 'color': 'white'}
EventRecord004,stateChange,{'label': 'type', 'color': 'white'}
EventRecord004,Application002,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord004,Agent003,{'label': 'logOriginatingAgent', 'color': 'white'}
EventRecord004,Resource001,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Agent005,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Resource002,Up,{'label': 'virtualServerStatus', 'color': 'white'}
Resource002,ProductModel001,{'label': 'resourceProductModel', 'color': 'white'}
Resource002,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource002,Application001,{'label': 'resourceForApplication', 'color': 'white'}
Resource002,Locus002,{'label': 'locatedAtLocus', 'color': 'white'}
Resource002,Server,{'label': 'resourceType', 'color': 'white'}
Resource002,Agent001,{'label': 'resourceManagedBy', 'color': 'white'}
Resource002,10.0.0.11,{'label': 'resourceManagementIPAddress', 'color': 'white'}
EventRecord005,Application002,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord005,stateChange,{'label': 'type', 'color': 'white'}
EventRecord005,Warning,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord005,Resource004,{'label': 'logOriginatingManagedObject', 'color': 'white'}
ProductModel004,www.vmware.com,{'label': 'productManufacturedBy', 'color': 'white'}
Agent003,TicketingSystem,{'label': 'agentPreferredContactMethod', 'color': 'white'}
TroubleTicketNote002,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote002,Resolution,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote002,TroubleTicket001,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote002,Agent003,{'label': 'creator', 'color': 'white'}
TroubleTicketNote002,EventRecord004,{'label': 'troubleTicketNoteCorrelatedExecution', 'color': 'white'}
ProductModel001,en-us,{'label': 'productManufacturedBy', 'color': 'white'}
NetworkInterface008,Resource006,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface008,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkLink005,NetworkInterface007,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink005,Resource008,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink005,Resource002,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink005,Agent001,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink005,NetworkInterface005,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkInterface007,Resource008,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface007,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
DocumentAttachment002,ChangeRequest001,{'label': 'isPartOf', 'color': 'white'}
DocumentAttachment002,ECOMM_Backend_Upgrade_Plan_v3.pdf,{'label': 'source', 'color': 'white'}
ApplicationModule003,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
ApplicationModule003,Agent003,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule003,Resource001,{'label': 'resourceForApplication', 'color': 'white'}
ApplicationModule003,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule003,Application001,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule003,org#OrganizationalUnit001,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule001,Agent004,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule001,Gold,{'label': 'applicationModuleSlaLevel', 'color': 'white'}
ApplicationModule001,Application001,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule001,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule001,Resource008,{'label': 'resourceForApplication', 'color': 'white'}
ApplicationModule001,Agent001,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
ApplicationModule001,Resource002,{'label': 'resourceForApplication', 'color': 'white'}
ApplicationModule001,org#OrganizationalUnit001,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
EventRecord003,TroubleTicket001,{'label': 'alarmMitigatedBy', 'color': 'white'}
EventRecord003,Major,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord003,Application002,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord003,thresholdCrossing,{'label': 'type', 'color': 'white'}
EventRecord003,Resource003,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord002,TroubleTicket002,{'label': 'alarmMitigatedBy', 'color': 'white'}
EventRecord002,Critical,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord002,Resource004,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord002,stateChange,{'label': 'type', 'color': 'white'}
EventRecord002,Application002,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord002,OperationPlan002,{'label': 'alarmProposedRepairAction', 'color': 'white'}
NetworkLink006,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink006,NetworkInterface002,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink006,NetworkInterface008,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink006,Resource006,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink006,Resource004,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink001,Resource004,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NetworkLink001,NetworkInterface003,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkLink001,Resource005,{'label': 'networkLinkTerminationResource', 'color': 'white'}
NetworkLink001,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
NetworkLink001,NetworkInterface004,{'label': 'networkInterfaceConnects', 'color': 'white'}
NetworkInterface003,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface003,Resource004,{'label': 'networkInterfaceOf', 'color': 'white'}
Application001,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application001,business,{'label': 'applicationType', 'color': 'white'}
Application001,Agent001,{'label': 'elementManagedBy', 'color': 'white'}
TroubleTicketNote001,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote001,Agent005,{'label': 'creator', 'color': 'white'}
TroubleTicketNote001,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote001,TroubleTicket001,{'label': 'isPartOf', 'color': 'white'}
Resource005,192.168.1.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Resource005,Agent002,{'label': 'resourceManagedBy', 'color': 'white'}
Resource005,Router,{'label': 'resourceType', 'color': 'white'}
Resource005,Application003,{'label': 'resourceForApplication', 'color': 'white'}
Resource005,Locus007,{'label': 'locatedAtLocus', 'color': 'white'}
Resource005,Agent006,{'label': 'resourceManagedBy', 'color': 'white'}
Resource005,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource005,ProductModel003,{'label': 'resourceProductModel', 'color': 'white'}
NetworkInterface004,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface004,Resource005,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface001,Resource001,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface001,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface005,Resource002,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface005,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NetworkInterface006,Resource003,{'label': 'networkInterfaceOf', 'color': 'white'}
NetworkInterface006,Up,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
OperationPlan001,AnomalyPattern001,{'label': 'references', 'color': 'white'}
OperationPlan001,ActionPreCondition001,{'label': 'operationPlanPreCondition', 'color': 'white'}
OperationPlan001,ActionPostCondition001,{'label': 'operationPlanPostCondition', 'color': 'white'}
ProductModel003,www.juniper.net,{'label': 'productManufacturedBy', 'color': 'white'}
OperationPlan004,ActionPostCondition004,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan004,ActionPreCondition004,{'label': 'operationPlanPreCondition', 'color': 'white'}
org#OrganizationalUnit002,Agent005,{'label': 'org#hasMember', 'color': 'white'}
OperationPlan003,ActionPostCondition003,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan003,ActionPreCondition003,{'label': 'operationPlanPreCondition', 'color': 'white'}
org#OrganizationalUnit003,org#OrganizationalUnit001,{'label': 'subSystemOf', 'color': 'white'}
org#OrganizationalUnit003,Agent006,{'label': 'org#hasMember', 'color': 'white'}
CUid001,Agent004,{'label': 'holdsAccount', 'color': 'white'}
#### NODES #### :145
