2026-01-14 14:40:06,904 - INFO - ##################################################
2026-01-14 14:40:06,904 - INFO - Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/prompt_optim/S4_1/2025-10-21/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-28-38_Noria.ttl
2026-01-14 14:40:06,904 - INFO - Number of Nodes : 214
2026-01-14 14:40:06,905 - INFO - Number of edges : 494
2026-01-14 14:40:06,905 - INFO - cumulative number of nodes : 214
2026-01-14 14:40:06,906 - INFO - degree_histogram : [0, 44, 31, 25, 31, 26, 9, 12, 7, 7, 7, 1, 5, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 2]
2026-01-14 14:40:06,906 - INFO - number of self loop : 0
2026-01-14 14:40:06,907 - INFO - ####  KPIs ####
2026-01-14 14:40:06,907 - INFO - DiGraph density : 0.010837611337808785
2026-01-14 14:40:06,907 - INFO - cumulative density : 0.010837611337808785
2026-01-14 14:40:06,908 - INFO - Average degree connectivity : {10: 4.5, 7: 3.1785714285714284, 6: 5.222222222222222, 5: 5.007692307692308, 3: 4.226666666666667, 4: 7.080645161290323, 1: 0.8636363636363636, 17: 2.5294117647058822, 9: 4.396825396825397, 12: 5.066666666666666, 11: 2.0, 8: 4.053571428571429, 16: 1.9375, 2: 2.0, 15: 2.5166666666666666, 23: 1.7173913043478262}
2026-01-14 14:40:06,908 - INFO - #### Subject, Object, predicate ####
2026-01-14 14:40:06,908 - INFO - ApplicationModule2,Agent3,{'label': 'applicationModuleSupportTeam', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,EventRecord11,{'label': 'documentStatusHistory', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,Failure,{'label': 'troubleTicketType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,Resource3,{'label': 'troubleTicketRelatedResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,Agent3,{'label': 'troubleTicketRelatedParty', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,Minor,{'label': 'troubleTicketSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - TroubleTicket8,Application2,{'label': 'troubleTicketRelatedService', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - EventRecord11,OperationPlan4,{'label': 'alarmProposedRepairAction', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - EventRecord11,TroubleTicket8,{'label': 'references', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - EventRecord11,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - EventRecord11,Major,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - EventRecord11,Resource3,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - NL11,NI14_R13,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - NL11,NI4_R3,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - NL11,Agent4,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,908 - INFO - NI14_R13,Resource13,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - NI14_R13,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - NI14_R13,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource9,LoadBalancer,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource9,Agent11,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource9,Application2,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource9,ProductModel8,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource9,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource9,Locus2,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent11,Resource9,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource12,Agent4,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource12,Application7,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource12,Locus3,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource12,ProductModel9,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource12,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource12,Firewall,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent4,Resource5,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent4,Resource14,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent4,Resource13,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent4,Resource12,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - NI8_R6,Resource6,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - NI8_R6,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - NI8_R6,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource6,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource6,Locus1,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource6,ProductModel5,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource6,Agent16,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource6,Application10,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Resource6,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,noria-0.2,{'label': 'owl#priorVersion', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,noria-ontology-UC.png,{'label': 'depiction', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,www.orange.com,{'label': 'publisher', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,accepted,{'label': 'status', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,doc,{'label': 'rdf-schema#seeAlso', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,noria-0.3,{'label': 'owl#versionIRI', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - ontology,BSD-4-Clause,{'label': 'license', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,Agent2,{'label': 'troubleTicketRelatedParty', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,Service1,{'label': 'troubleTicketImpacts', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,EventRecord2,{'label': 'documentStatusHistory', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,Major,{'label': 'troubleTicketSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,P1,{'label': 'troubleTicketPriority', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,Failure,{'label': 'troubleTicketType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,Resource2,{'label': 'troubleTicketRelatedResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - TroubleTicket2,NL6,{'label': 'troubleTicketImpacts', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent2,Phone,{'label': 'agentPreferredContactMethod', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent2,Resource8,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Agent2,Resource2,{'label': 'agentManagesResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Service2,CustomerFacingService,{'label': 'serviceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Service2,ApplicationModule10,{'label': 'subSystemOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,909 - INFO - Service2,ApplicationModule2,{'label': 'subSystemOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Service2,ApplicationModule8,{'label': 'subSystemOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application7,network-service,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application7,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,Up,{'label': 'virtualServerStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,Application2,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,Development,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,Agent12,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,ProductModel5,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,Locus3,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource15,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NL8,NI7_R5,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NL8,NI10_R9,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NL8,Agent11,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NI7_R5,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NI7_R5,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NI7_R5,Resource5,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource7,Application8,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource7,Locus1,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource7,ProductModel6,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource7,Storage,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource7,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource7,Agent15,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application8,data-platform,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application8,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord3,Warning,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord3,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord3,Resource3,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord3,TroubleTicket3,{'label': 'references', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord2_TT5_Resolved,Resource5,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord2_TT5_Resolved,Informational,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord2_TT5_Resolved,Application6,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord2_TT5_Resolved,TroubleTicket5,{'label': 'alarmMitigatedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,Application5,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,Locus3,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,ProductModel7,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,Firewall,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,Application7,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,Agent4,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource5,Application1,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NI4_R3,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NI4_R3,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - NI4_R3,Resource3,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord8,Informational,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord8,Agent6,{'label': 'logOriginatingAgent', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord8,ChangeRequest5,{'label': 'references', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord8,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - EventRecord8,Resource8,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application5,security,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application5,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource13,ProductModel5,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource13,Locus2,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource13,Application5,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource13,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource13,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource13,Agent4,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - restart_dns_command,Resource1,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - restart_dns_command,Agent1,{'label': 'logOriginatingAgent', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource1,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource1,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource1,ProductModel1,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource1,Agent1,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource1,Locus1,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Resource1,Application9,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Room4,bot#Site3,{'label': 'bot#hasSpace', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,910 - INFO - Application4,infrastructure,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Application4,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - NL1,NI2_R2,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - NL1,Agent2,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - NL1,NI1_R1,{'label': 'networkInterfaceConnects', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - NI2_R2,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - NI2_R2,Resource2,{'label': 'networkInterfaceOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - NI2_R2,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,Application8,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,ProductModel5,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,Locus2,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,Resource6,{'label': 'clusterController', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,Agent5,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource4,Server,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,Major,{'label': 'troubleTicketSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,Application6,{'label': 'troubleTicketRelatedService', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,Failure,{'label': 'troubleTicketType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,EventRecord10,{'label': 'troubleTicketTrigger', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,Agent4,{'label': 'troubleTicketRelatedParty', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicket7,Resource14,{'label': 'troubleTicketRelatedResource', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord9,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord9,TroubleTicket6,{'label': 'references', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord9,Critical,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord9,Resource12,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Application2,business-application,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Application2,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicketNote1_TT3,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicketNote1_TT3,Customer,{'label': 'troubleTicketNoteCommentType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - TroubleTicketNote1_TT3,TroubleTicket3,{'label': 'isPartOf', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Application1,high,{'label': 'applicationBusinessImportance', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Application1,infrastructure,{'label': 'applicationType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord5,Warning,{'label': 'alarmSeverity', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord5,Application6,{'label': 'logOriginatingManagementSystem', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord5,Resource5,{'label': 'logOriginatingManagedObject', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - EventRecord5,TroubleTicket5,{'label': 'references', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource2,ProductModel3,{'label': 'resourceProductModel', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource2,Agent2,{'label': 'resourceManagedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource2,Application1,{'label': 'resourceForApplication', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource2,InProduction,{'label': 'resourceUsageState', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource2,Router,{'label': 'resourceType', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - Resource2,Locus3,{'label': 'locatedAtLocus', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ProductModel3,organization,{'label': 'productManufacturedBy', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ChangeRequest5,Agent6,{'label': 'changeRequestInitiatorParty', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ChangeRequest5,Planned,{'label': 'changeRequestStatusCurrent', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ChangeRequest5,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ChangeRequest5,EventRecord8,{'label': 'documentStatusHistory', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ChangeRequest5,Agent20,{'label': 'changeRequestActorParty', 'color': 'white', 'width': 1}
2026-01-14 14:40:06,911 - INFO - ChangeRequest5,Application1,{'label': 'changeRequestImpact', 'color': 'white', 'width': 1}
